REGION-CENTROID-COL REGION-CENTROID-ROW SHORT-LINE-DENSITY-5 SHORT-LINE-DENSITY-2 VEDGE-MEAN VEDGE-SD HEDGE-MEAN HEDGE-SD INTENSITY-MEAN RAWRED-MEAN RAWBLUE-MEAN RAWGREEN-MEAN EXRED-MEAN EXBLUE-MEAN EXGREEN-MEAN VALUE-MEAN SATURATION-MEAN HUE-MEAN Class
1.577803 1.158536 -0.357047 -0.194552 -0.125405 -0.110601 -0.302383 -0.121571 -0.443838 -0.483380 -0.611984 -0.199596 0.002089 -1.485902 2.515456 -0.425251 -0.077036 2.339887 7
-1.397214 0.097138 -0.357047 -0.194552 -0.516595 -0.125601 -0.564052 -0.137619 -0.957161 -0.936970 -0.979647 -0.939178 0.961511 -0.935105 0.620171 -1.015600 1.537216 -0.473461 3
1.769740 0.619137 -0.357047 -0.194552 0.615796 0.040846 3.437952 2.456791 -0.011055 -0.042478 0.046747 -0.049846 -0.276143 0.376589 -0.361144 0.025278 -0.578496 -0.617459 6
0.933445 0.027539 -0.357047 -0.194552 1.171697 -0.070441 -0.133067 -0.108250 0.010293 -0.013930 0.077386 -0.046790 -0.228172 0.456085 -0.543938 0.056349 -0.460298 -0.477534 4
-1.136729 -1.051259 2.410668 -0.194552 -0.145994 -0.102802 -0.133067 -0.098314 -0.384646 -0.356502 -0.333683 -0.468535 0.568148 0.024532 -0.611283 -0.360520 -0.018583 -0.291902 1
1.139091 0.532137 -0.357047 4.391310 3.621777 2.679886 -0.410129 -0.128549 -0.742711 -0.768856 -0.696240 -0.764979 0.366669 -0.299132 0.139134 -0.728193 1.509786 -0.455675 5
-0.766565 -0.964259 -0.357047 -0.194552 -0.393062 -0.108092 -0.456306 -0.130274 0.504208 0.468207 0.616115 0.399403 -0.736665 1.160197 -1.227010 0.602681 -0.485703 -0.457374 4
-0.300434 0.114538 -0.357047 -0.194552 -0.578361 -0.127336 -0.594837 -0.133574 -0.950369 -0.936970 -0.961775 -0.939178 0.894351 -0.855608 0.552826 -0.997475 2.510764 -0.473461 3
0.371345 -0.703260 -0.357047 -0.194552 0.945218 -0.097722 -0.410129 -0.128630 -0.275965 -0.270859 -0.251980 -0.306561 0.270727 -0.066321 -0.159109 -0.277664 -0.523429 -0.453298 4
-1.643990 1.506535 -0.357047 4.391310 0.101073 -0.090090 0.559588 -0.095756 0.373209 0.360360 0.462922 0.274102 -0.420056 0.904673 -1.111561 0.447326 -0.478956 -0.425889 6
-1.630280 0.532137 -0.357047 -0.194552 -0.660717 -0.126675 -0.641014 -0.139698 -0.968806 -0.936970 -1.010286 -0.939178 1.076641 -1.071385 0.735620 -1.046671 -0.896656 -0.473461 5
-0.259304 1.175936 -0.357047 -0.194552 0.471674 -0.059728 0.113210 -0.090943 0.679845 0.636321 0.812713 0.555266 -0.947738 1.444114 -1.496391 0.802053 -0.479147 -0.452679 6
1.029413 -1.608057 -0.357047 -0.194552 0.080484 -0.100054 0.728903 -0.094649 -0.675756 -0.699073 -0.634963 -0.694688 0.337887 -0.282097 0.139134 -0.666051 0.324414 -0.523658 5
-0.451241 -1.173058 -0.357047 -0.194552 -0.537184 -0.126675 -0.440914 -0.130564 2.330436 2.371382 2.216984 2.401163 -1.523391 1.154519 -0.428489 2.226141 -1.098889 -0.623874 2
1.372157 1.715334 2.410668 -0.194552 -0.145994 -0.116680 -0.179244 -0.110975 -0.603949 -0.629290 -0.701346 -0.456311 0.261133 -1.145203 1.678452 -0.642748 -0.180346 2.537348 7
0.289086 0.288538 -0.357047 -0.194552 -0.310705 -0.117010 -0.394736 -0.130375 -0.804814 -0.711761 -0.846880 -0.835270 1.498787 -0.940783 0.091031 -0.860245 0.482450 0.293611 1
-1.506892 1.141136 -0.357047 -0.194552 -0.145994 -0.106767 -0.117675 -0.091070 -0.129440 -0.128121 -0.088573 -0.178204 0.117220 0.166490 -0.399627 -0.111952 -0.488611 -0.436948 6
0.206827 -1.869057 -0.357047 -0.194552 -0.516595 -0.119654 -0.425521 -0.133651 1.958786 1.892416 1.997407 1.954969 -2.194986 1.864310 -0.957630 2.003465 -0.801157 -0.602612 2
-1.287536 -0.616260 2.410668 -0.194552 -0.372472 -0.113789 -0.071498 -0.106376 -0.832955 -0.892563 -0.783049 -0.826101 0.136408 -0.350237 0.456618 -0.816228 1.859661 -0.669100 3
1.111672 -1.938656 -0.357047 -0.194552 0.265784 -0.094283 0.574980 -0.083088 -0.670904 -0.695901 -0.609430 -0.713025 0.318698 -0.140139 -0.082143 -0.640159 0.512055 -0.454100 5
-0.039948 0.097138 -0.357047 -0.194552 0.142251 -0.108089 4.823262 0.062940 0.365446 0.401596 0.378666 0.310776 0.030872 0.387945 -0.688249 0.361881 -0.783322 -0.410579 4
0.960864 -0.076861 -0.357047 4.391310 0.636385 -0.095999 -0.333167 -0.124711 -0.744651 -0.768856 -0.701346 -0.764979 0.385858 -0.321846 0.158376 -0.733372 0.712660 -0.504732 5
-0.355273 0.636537 -0.357047 -0.194552 0.039306 -0.108528 0.174779 -0.100049 -0.236180 -0.334298 -0.333683 -0.022341 -0.698289 -0.844252 2.130627 -0.275075 -0.260139 2.711974 7
0.193118 -0.494460 -0.357047 -0.194552 0.636384 -0.071027 1.283027 -0.042838 0.256765 0.287405 0.279090 0.197699 0.069249 0.359554 -0.678628 0.260900 -0.711126 -0.393466 4
-0.848824 1.384735 -0.357047 -0.194552 0.883452 -0.042778 0.282526 -0.071546 0.561460 0.560194 0.631434 0.472750 -0.468027 0.927386 -1.101941 0.618217 -0.612397 -0.434786 6
1.550384 -1.190458 -0.357047 -0.194552 -0.434238 -0.116393 -0.394737 -0.130716 2.007304 1.946339 2.022939 2.025260 -2.185392 1.750743 -0.774836 2.029358 -0.836762 -0.619288 2
-0.327853 0.236338 -0.357047 -0.194552 -0.537183 -0.116143 -0.440914 -0.126432 -0.940665 -0.930626 -0.954115 -0.923897 0.855974 -0.861287 0.600930 -0.989708 2.291716 -0.542195 3
-0.903663 -0.633660 -0.357047 4.391310 3.436477 1.765705 2.991575 1.050803 -0.522438 -0.588055 -0.476663 -0.508265 -0.170607 -0.123104 0.379653 -0.505518 0.986376 -0.682962 3
-0.437531 -1.642857 -0.357047 -0.194552 -0.248938 -0.099911 -0.286990 -0.113431 2.395450 2.460197 2.265495 2.462285 -1.360289 1.097736 -0.495834 2.275336 -1.140842 -0.605089 2
1.303608 0.010139 -0.357047 -0.194552 -0.619539 -0.126675 -0.548660 -0.138942 -0.947458 -0.936970 -0.959221 -0.933066 0.865568 -0.855608 0.581688 -0.994886 2.510764 -0.517063 3
-1.671410 -0.564060 -0.357047 4.391310 0.121662 -0.014664 -0.394737 -0.106943 -0.823251 -0.883047 -0.770283 -0.819989 0.126814 -0.321846 0.418136 -0.803282 1.764897 -0.660875 3
-1.410924 -0.163861 2.410668 -0.194552 -0.351883 -0.101404 -0.348560 -0.133259 -0.172136 -0.239140 -0.078361 -0.217933 -0.468027 0.484477 -0.351523 -0.101595 -0.115468 -0.546447 5
-1.616571 1.384735 2.410668 4.391310 0.739329 -0.063614 0.836650 -0.093499 0.444046 0.423800 0.539519 0.344393 -0.544781 1.001204 -1.150044 0.525004 -0.490654 -0.438262 6
0.275376 0.497337 -0.357047 -0.194552 -0.434239 -0.101834 0.097818 -0.121343 -0.314780 -0.375534 -0.423045 -0.123193 -0.295331 -0.980531 1.957453 -0.360520 -0.389486 2.649857 7
-1.191568 2.045934 -0.357047 -0.194552 0.059895 -0.114531 -0.240813 -0.115972 -0.595215 -0.626118 -0.693687 -0.441030 0.203568 -1.145203 1.736176 -0.629802 -0.118251 2.528826 7
0.302796 1.019336 -0.357047 -0.194552 0.142251 -0.089306 0.143995 -0.113034 0.171373 0.214451 0.192281 0.102960 0.251539 0.280057 -0.726732 0.172866 -0.649363 -0.360045 6
0.576991 0.201538 -0.357047 -0.194552 -0.475417 -0.124940 -0.502483 -0.137619 -0.153699 -0.251827 -0.024743 -0.211821 -0.765448 0.734323 -0.476593 -0.047221 0.071159 -0.559808 5
-1.191568 -0.198661 -0.357047 -0.194552 -0.496006 -0.118745 -0.394736 -0.138690 -0.807725 -0.737137 -0.829007 -0.841382 1.297308 -0.804503 0.062168 -0.862834 0.579506 0.057544 1
0.741508 0.166738 -0.357047 -0.194552 0.183428 -0.074261 -0.425521 -0.127441 -0.007174 -0.023446 0.049300 -0.059015 -0.141824 0.370910 -0.486214 0.027867 -0.497220 -0.471634 4
0.851186 -0.059461 -0.357047 -0.194552 0.121661 -0.080868 -0.317775 -0.129199 0.602215 0.687072 0.577817 0.543041 0.280321 0.331162 -0.842181 0.563842 -0.894089 -0.343094 4
-0.793985 -1.555857 -0.357047 -0.194552 -0.290116 -0.100054 -0.517875 -0.130274 0.450838 0.382564 0.600796 0.332169 -0.986115 1.370295 -1.332838 0.587146 -0.347949 -0.473542 4
0.878606 1.106336 -0.357047 -0.194552 -0.248939 -0.104950 0.174779 -0.099571 0.300432 0.322297 0.360793 0.203812 -0.045882 0.649148 -1.053837 0.343756 -0.530704 -0.378365 6
-0.985922 -1.660257 -0.357047 -0.194552 -0.537184 -0.118332 -0.179244 -0.125564 1.952963 1.816289 1.987194 2.022204 -2.828204 1.830240 -0.264937 1.993108 -0.723099 -0.696238 2
0.124569 1.106336 -0.357047 -0.194552 -0.001872 -0.093539 -0.086890 -0.109849 0.584749 0.566538 0.687605 0.472750 -0.640723 1.165876 -1.332838 0.675180 -0.523242 -0.434034 6
1.344737 0.653937 -0.357047 -0.194552 -0.187172 -0.059518 1.821758 0.387398 0.130618 0.090744 0.184621 0.102960 -0.468027 0.467442 -0.322661 0.165098 -0.519042 -0.595079 6
-1.465763 -0.007261 -0.357047 -0.194552 -0.434239 -0.108089 -0.502483 -0.133084 -0.942606 -0.933798 -0.954115 -0.926953 0.846380 -0.849930 0.591309 -0.989708 2.429635 -0.521885 3
0.727798 -1.869057 -0.357047 -0.194552 -0.578361 -0.120686 -0.256206 -0.119683 1.988867 1.905104 1.994854 2.040541 -2.377276 1.671247 -0.447731 2.000876 -0.819215 -0.661555 2
-1.397214 -1.712457 -0.357047 -0.194552 -0.290117 -0.110602 -0.502483 -0.129199 0.874888 0.794919 1.029737 0.756970 -1.437043 1.750743 -1.525253 1.022139 -0.476222 -0.496778 4
0.576991 1.141136 -0.357047 -0.194552 0.698151 -0.077428 0.374880 -0.113936 0.559519 0.528474 0.649307 0.475806 -0.736665 1.057988 -1.053837 0.636341 -0.575527 -0.477947 6
-0.423821 -0.337860 -0.357047 -0.194552 1.748186 -0.095649 -0.394736 -0.131419 0.489653 0.458691 0.582923 0.402460 -0.679100 1.023918 -1.053837 0.569021 -0.542459 -0.467698 4
-0.437531 -0.981659 -0.357047 -0.194552 -0.063639 -0.096354 -0.256206 -0.119999 0.620652 0.576054 0.728457 0.527760 -0.909361 1.228337 -1.169286 0.716608 -0.542579 -0.483435 4
-1.246407 2.063334 -0.357047 -0.194552 -0.104816 -0.090789 0.005464 -0.121343 -0.582600 -0.613431 -0.655388 -0.459367 0.193973 -0.963496 1.437934 -0.645337 -0.323016 2.717481 7
0.755218 0.323338 -0.357047 -0.194552 -0.640128 -0.121116 -0.641014 -0.137274 -0.967835 -0.936970 -1.007733 -0.939178 1.067047 -1.060028 0.725999 -1.044082 -0.896656 -0.473461 5
-1.164149 -1.851657 -0.357047 -0.194552 -0.228350 -0.106090 -0.271598 -0.121343 0.876829 0.845670 0.973566 0.781419 -0.995709 1.364617 -1.313597 0.965176 -0.616203 -0.476132 4
1.632642 -0.772859 -0.357047 -0.194552 -0.496006 -0.124692 -0.379345 -0.132328 1.372685 1.162866 1.634850 1.245949 -3.020088 2.875052 -1.842737 1.635792 -0.283543 -0.568761 2
-1.273827 -1.364458 -0.357047 -0.194552 0.142251 -0.056544 0.236349 -0.115699 -0.396290 -0.350158 -0.354108 -0.486872 0.740844 -0.043608 -0.669008 -0.381234 0.005583 -0.241083 1
1.221350 -0.772859 -0.357047 -0.194552 -0.228350 -0.108089 -0.302383 -0.131131 -0.843629 -0.879875 -0.803475 -0.847494 0.357075 -0.424055 0.360411 -0.836942 1.598062 -0.599407 3
-0.698017 0.097138 -0.357047 -0.194552 -0.619539 -0.126675 -0.641014 -0.139698 -0.957161 -0.936970 -0.979647 -0.939178 0.961511 -0.935105 0.620171 -1.015600 2.510764 -0.473461 3
0.193118 -0.146461 2.410668 -0.194552 0.080484 -0.105961 -0.471698 -0.129199 0.253854 0.274718 0.279090 0.200755 -0.017099 0.376589 -0.620904 0.260900 -0.713126 -0.426038 4
1.481835 0.532137 -0.357047 -0.194552 0.677562 0.131794 -0.487091 -0.130375 -0.106151 -0.220108 0.054407 -0.187372 -0.947738 0.984169 -0.717111 0.033046 0.139718 -0.543529 4
0.796347 1.019336 -0.357047 -0.194552 0.348140 -0.080611 0.313310 -0.096632 0.574075 0.572882 0.669733 0.454414 -0.477621 1.109093 -1.400184 0.657055 -0.517251 -0.407220 6
-1.657700 1.506535 -0.357047 -0.194552 1.048163 -0.037701 0.913611 -0.103042 0.332454 0.325469 0.414411 0.237429 -0.333708 0.819498 -1.053837 0.398130 -0.493364 -0.421707 6
-0.492370 -0.964259 -0.357047 -0.194552 0.801096 -0.059518 -0.009928 -0.119478 -0.506912 -0.432629 -0.486876 -0.596892 1.086235 -0.282097 -0.611283 -0.515875 0.153812 -0.130146 1
1.632642 -0.320461 -0.357047 -0.194552 1.501119 -0.017527 -0.256206 -0.126432 -0.375913 -0.391394 -0.336236 -0.404357 0.165191 -0.043608 -0.091764 -0.363109 -0.273344 -0.493625 5
-0.204465 1.262936 -0.357047 4.391310 0.656973 -0.085810 1.236850 -0.057529 0.404261 0.401596 0.478241 0.313832 -0.352897 0.825176 -1.044216 0.462861 -0.566299 -0.426991 6
-1.246407 0.236338 -0.357047 -0.194552 -0.516594 -0.123619 -0.363952 -0.132139 -0.817429 -0.714933 -0.867306 -0.847494 1.594729 -1.003245 0.100651 -0.870602 0.642864 0.400405 1
-0.396402 -0.477060 -0.357047 -0.194552 -0.331294 -0.093633 -0.440914 -0.135100 -0.805784 -0.860843 -0.742198 -0.819989 0.155597 -0.236671 0.244962 -0.774800 1.541968 -0.590870 3
1.262479 1.471735 -0.357047 -0.194552 0.224606 -0.079012 0.067033 -0.098629 -0.549608 -0.575367 -0.683474 -0.358515 0.213162 -1.343944 2.063281 -0.559892 -0.108488 2.377882 7
-1.534312 -0.877259 -0.357047 -0.194552 -0.187172 -0.111063 0.051641 -0.086976 -0.471009 -0.388222 -0.461344 -0.557163 1.134206 -0.321846 -0.592042 -0.489983 -0.023610 -0.104437 1
1.618933 -0.059461 -0.357047 -0.194552 0.945218 -0.030100 -0.240813 -0.109013 0.282965 0.341329 0.279090 0.228260 0.299510 0.206239 -0.649766 0.260900 -0.795460 -0.354587 4
0.165698 1.019336 -0.357047 -0.194552 -0.022461 -0.041345 0.328703 0.016579 -0.055692 -0.039306 -0.029849 -0.101801 0.193973 0.126742 -0.409248 -0.052399 -0.618316 -0.413092 6
-0.396402 -0.685860 -0.357047 -0.194552 -0.145994 -0.098837 -0.225421 -0.101337 -0.345831 -0.264515 -0.326023 -0.444086 1.019076 -0.151496 -0.765215 -0.352752 -0.123114 -0.152731 1
0.590701 -0.929459 -0.357047 -0.194552 -0.393061 -0.113706 -0.564052 -0.138375 0.471216 0.534818 0.475688 0.399403 0.193973 0.416337 -0.899905 0.460272 -0.775711 -0.352788 4
-0.602048 0.044939 -0.357047 4.391310 0.018717 -0.102141 -0.379344 -0.135352 -0.893117 -0.921110 -0.864752 -0.890280 0.472206 -0.543300 0.446998 -0.899084 2.229095 -0.599482 3
-1.589151 0.131938 -0.357047 -0.194552 -0.701895 -0.127336 -0.671798 -0.140202 -0.970747 -0.936970 -1.015392 -0.939178 1.095830 -1.094098 0.754861 -1.051850 -1.870205 0.882133 3
0.878606 -0.964259 -0.357047 -0.194552 -0.084227 -0.091220 -0.363952 -0.117337 0.040374 0.157355 -0.042616 0.026556 1.028670 -0.520587 -0.149488 -0.065345 -1.123475 -0.169546 4
0.796347 1.071536 -0.357047 -0.194552 0.368728 -0.095562 0.929003 -0.045702 0.207277 0.223966 0.248451 0.139633 -0.017099 0.444728 -0.736353 0.229829 -0.618386 -0.415593 6
-1.109309 0.027539 -0.357047 -0.194552 -0.516595 -0.122627 -0.548660 -0.137430 -0.493327 -0.511928 -0.446024 -0.526602 0.232350 -0.089034 -0.082143 -0.474447 -0.123559 -0.479732 4
-0.848824 -1.921257 -0.357047 -0.194552 -0.269528 -0.104785 -0.410129 -0.128549 2.744782 2.977226 2.405922 2.896255 -0.122636 -0.009538 0.139134 2.417745 -1.520578 -0.591501 2
-1.342375 -0.964259 -0.357047 -0.194552 -0.187172 -0.094211 -0.179244 -0.053528 -0.405024 -0.353330 -0.361768 -0.502153 0.798409 -0.043608 -0.726732 -0.389002 0.058972 -0.218399 1
-1.054470 1.193336 -0.357047 -0.194552 -0.248939 -0.104867 0.128602 -0.058063 -0.709718 -0.689558 -0.844327 -0.560219 0.760032 -1.480224 1.745797 -0.730783 0.216169 2.117380 7
0.590701 1.106336 -0.357047 -0.194552 0.595207 -0.078984 0.113210 -0.112955 0.548845 0.563366 0.626328 0.436077 -0.314520 0.967134 -1.323218 0.613038 -0.557449 -0.390792 6
-0.341563 -0.216061 -0.357047 -0.194552 0.677562 0.339956 0.467234 0.191375 -0.842658 -0.873531 -0.806028 -0.847494 0.405046 -0.446769 0.350790 -0.839531 1.917863 -0.552476 3
-1.164149 -1.155658 -0.357047 -0.194552 -0.269528 -0.111218 -0.286990 -0.126588 2.266392 2.266707 2.178686 2.346153 -1.840000 1.273764 -0.313040 2.187302 -1.026920 -0.655765 2
-0.245595 1.175936 -0.357047 -0.194552 0.677562 -0.060440 0.128602 -0.092816 0.654615 0.617289 0.779521 0.533873 -0.870984 1.370295 -1.448287 0.768393 -0.491590 -0.448682 6
-0.081078 0.514737 -0.357047 -0.194552 1.171696 -0.003789 -0.656406 -0.137887 -0.882443 -0.851327 -0.926030 -0.850550 0.999887 -1.014601 0.716378 -0.961226 -1.497749 -0.555870 5
1.509255 -1.347058 -0.357047 -0.194552 -0.269528 -0.113427 -0.302383 -0.130061 2.032534 1.943167 2.038258 2.089439 -2.463624 1.705317 -0.418868 2.044893 -0.815610 -0.668046 2
-1.383505 -1.886457 -0.357047 -0.194552 -0.393061 -0.111919 -0.363952 -0.130944 0.865184 0.804435 0.993992 0.760026 -1.254753 1.569037 -1.400184 0.985890 -0.545968 -0.493258 4
1.111672 -1.625457 -0.357047 -0.194552 -0.413650 -0.116143 -0.440914 -0.130887 2.260569 2.282567 2.194005 2.294199 -1.638521 1.410044 -0.745974 2.202837 -1.026825 -0.593277 2
-0.917373 -0.181261 -0.357047 -0.194552 0.574618 -0.100054 -0.471698 -0.133574 -0.424431 -0.454833 -0.361768 -0.465479 0.069249 0.069959 -0.187971 -0.389002 -0.052947 -0.493719 5
-0.643178 -0.668460 -0.357047 -0.194552 1.336408 -0.080375 1.129104 -0.061998 0.310135 0.274718 0.399091 0.234373 -0.573564 0.847890 -0.861422 0.382595 -0.489201 -0.475382 4
-0.602048 0.375538 -0.357047 4.391310 0.986396 -0.026199 1.406166 -0.036240 -0.618504 -0.654666 -0.553260 -0.654959 0.174785 -0.071999 -0.053281 -0.583195 0.463659 -0.452700 3
1.358447 2.063334 -0.357047 -0.194552 -0.001872 -0.108832 -0.056105 -0.084519 -0.663141 -0.689558 -0.767730 -0.505209 0.299510 -1.241734 1.803522 -0.684176 0.121152 2.426855 7
-0.012529 1.175936 -0.357047 -0.194552 0.595207 -0.066256 0.236349 -0.092579 0.594452 0.572882 0.702925 0.478863 -0.679100 1.211302 -1.371321 0.690715 -0.496285 -0.435329 6
1.564094 0.340738 -0.357047 -0.194552 -0.578361 -0.126344 -0.487090 -0.137934 -0.852362 -0.762513 -0.890284 -0.884168 1.508381 -0.952140 0.100651 -0.909441 1.082893 0.313661 1
-0.670597 -0.303061 -0.357047 -0.194552 -0.022461 -0.048284 -0.056105 -0.076960 -0.874680 -0.908423 -0.834114 -0.881112 0.405046 -0.446769 0.350790 -0.868013 2.088313 -0.577763 3
0.851186 -0.598860 -0.357047 -0.194552 -0.043050 -0.088373 -0.410129 -0.126588 -0.838777 -0.854499 -0.795815 -0.865831 0.539365 -0.401342 0.139134 -0.829174 1.375671 -0.454657 5
1.481835 -0.738059 -0.357047 -0.194552 -0.475416 -0.119984 -0.379344 -0.130816 1.397915 1.223133 1.660382 1.236781 -2.722667 2.897765 -2.179463 1.661684 -0.336696 -0.530377 2
0.042310 0.653937 -0.357047 -0.194552 -0.496006 -0.121719 -0.456306 -0.137430 -0.783466 -0.778372 -0.765177 -0.801652 0.683278 -0.520587 0.196859 -0.798103 0.499539 -0.409974 4
0.988284 0.653937 -0.357047 -0.194552 0.039306 -0.003430 2.514413 1.554278 0.139351 0.116120 0.171855 0.121296 -0.324114 0.331162 -0.236075 0.154741 -0.665264 -0.668394 6
1.591513 -0.581460 -0.357047 4.391310 1.398174 0.394062 1.206066 0.944225 -0.734948 -0.800576 -0.655388 -0.758867 0.002089 -0.071999 0.119893 -0.686765 1.472119 -0.584784 3
1.646352 2.185133 -0.357047 -0.194552 0.039306 -0.098589 -0.256206 -0.129808 -0.584541 -0.629290 -0.663048 -0.441030 0.069249 -1.003245 1.630348 -0.629802 -0.090602 2.657896 7
-0.423821 0.358138 -0.357047 -0.194552 -0.537183 -0.124692 -0.533267 -0.137367 -0.940665 -0.936970 -0.936242 -0.939178 0.798409 -0.742042 0.456618 -0.971583 2.510764 -0.473461 3
-0.917373 -0.024661 -0.357047 -0.194552 0.059895 -0.077928 1.021357 -0.088908 -0.075100 -0.102745 0.003342 -0.141530 -0.189795 0.461763 -0.592042 -0.018739 -0.338391 -0.460803 4
-0.451241 -0.964259 -0.357047 -0.194552 -0.310705 -0.123949 -0.456306 -0.129116 2.324613 2.365038 2.224643 2.379770 -1.523391 1.239694 -0.572800 2.233908 -1.083257 -0.606939 2
1.495545 -1.677657 2.410668 -0.194552 -0.393061 -0.113427 -0.102282 -0.117127 2.243103 2.247676 2.171026 2.300311 -1.782435 1.358939 -0.515076 2.179534 -1.014093 -0.628877 2
1.043123 -0.546660 -0.357047 -0.194552 -0.393061 -0.122627 -0.456305 -0.135163 1.395974 1.200929 1.637403 1.279566 -2.904958 2.755807 -1.756151 1.638381 -0.331520 -0.569518 2
-1.205278 0.010139 -0.357047 4.391310 -0.145994 -0.104785 0.005464 -0.109463 0.452779 0.474551 0.483348 0.390235 -0.170607 0.575330 -0.803698 0.468040 -0.737537 -0.431833 4
-1.095600 1.419535 -0.357047 -0.194552 0.018718 -0.078378 0.251741 -0.097177 0.346039 0.344501 0.404198 0.274102 -0.295331 0.671862 -0.842181 0.387773 -0.610359 -0.441265 6
1.166511 -1.329658 -0.357047 -0.194552 -0.516595 -0.122627 -0.487090 -0.131887 1.573551 1.419795 1.775277 1.462934 -2.674697 2.636562 -1.785013 1.778200 -0.467870 -0.556841 2
1.742321 1.349935 -0.357047 -0.194552 1.006985 -0.004777 0.867434 -0.041641 0.085011 0.084400 0.110578 0.054062 -0.074665 0.240309 -0.332282 0.090009 -0.663825 -0.526167 6
1.372157 -0.564060 -0.357047 -0.194552 -0.454828 -0.119406 -0.487090 -0.134911 -0.874680 -0.905251 -0.831560 -0.887224 0.433829 -0.429734 0.293066 -0.865424 1.931657 -0.553293 3
-0.615758 -0.633660 -0.357047 4.391310 8.336639 12.652280 11.719025 23.437312 0.796288 0.740995 0.799947 0.836429 -1.149217 0.677540 0.004444 0.789107 -0.528396 -0.685586 3
-0.012529 0.671337 2.410668 -0.194552 -0.187172 -0.102141 -0.117675 -0.125084 -0.707778 -0.708589 -0.680920 -0.731362 0.568148 -0.401342 0.110272 -0.712658 0.232359 -0.431336 4
-0.985922 0.201538 -0.357047 -0.194552 -0.496006 -0.122710 -0.579444 -0.138690 -0.951339 -0.936970 -0.966881 -0.936122 0.903945 -0.884000 0.591309 -1.002654 2.023990 -0.501326 3
-1.685119 -0.494460 2.410668 -0.194552 0.059895 -0.097444 -0.425521 -0.124711 0.486742 0.417456 0.631434 0.374954 -1.024492 1.364617 -1.284735 0.618217 -0.390507 -0.482175 4
1.550384 -0.094261 -0.357047 -0.194552 -0.578361 -0.123371 -0.456306 -0.138942 -0.839747 -0.759341 -0.872412 -0.868887 1.412439 -0.906713 0.119893 -0.896495 0.833131 0.204336 1
0.631830 -1.886457 -0.357047 -0.194552 -0.454827 -0.114896 -0.487090 -0.128310 2.009245 1.920964 2.017833 2.061934 -2.434841 1.705317 -0.447731 2.024179 -0.811868 -0.664160 2
0.604410 0.218938 -0.357047 -0.194552 -0.598950 -0.125931 -0.440914 -0.136611 -0.916406 -0.917938 -0.903051 -0.920841 0.731249 -0.662545 0.389273 -0.937923 1.974153 -0.473461 5
-1.260117 -0.163861 -0.357047 -0.194552 -0.496006 -0.125684 -0.533267 -0.136611 -0.548638 -0.600743 -0.461344 -0.596892 -0.026694 0.132421 -0.197592 -0.489983 0.368138 -0.508852 5
1.399577 0.149338 -0.357047 -0.194552 1.768775 -0.096503 -0.302383 -0.123007 0.045226 0.011445 0.115684 -0.007061 -0.343303 0.507190 -0.515076 0.095188 -0.443024 -0.496198 4
