x1 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x42 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 Class
0.34843 0.51452 0.76673 0.59850 0.56310 0.39141 1.07135 -0.11053 1.23782 -0.50650 1.48685 -0.68061 1.55186 -0.84375 1.64380 -1.22654 1.37099 -1.37420 0.96842 -1.76036 0.72291 -2.02812 0.27652 -1.97149 -0.10598 -2.36851 -0.31274 -1.61706 -0.78573 -1.39081 -0.98189 -1.21882 -1.24160 1
0.34843 0.72165 0.03119 0.66301 -0.09064 0.91356 0.02490 0.96407 -0.41488 0.83932 -0.17144 0.89543 0.10730 0.92723 0.08981 0.85396 0.41287 0.97225 0.36014 1.08423 0.25952 0.90456 0.42055 0.90116 0.58195 0.66462 0.55576 0.88205 0.49880 0.75477 0.58411 0.93190 0.63545 1
0.34843 0.72165 -0.22609 0.76848 -2.42504 -0.10183 -0.44321 -0.29770 -0.83526 0.93091 -0.83414 -0.37684 -0.41388 1.00605 -0.91264 1.00148 -0.77595 1.02436 -0.78057 -0.55290 -0.49919 1.05742 -0.84663 1.04543 -0.40686 0.88921 -0.91286 1.08084 -0.49260 1.13461 -1.22409 1.24662 -1.44083 2
0.34843 -0.04582 0.14548 0.20395 -0.40256 0.31199 -0.19727 0.45598 -0.37069 0.41605 0.00542 0.50713 -0.19357 0.69548 -0.01121 0.73685 -0.32644 0.52354 -0.12844 0.47390 -0.04197 0.40992 0.33198 0.54775 -0.04706 0.30421 0.09615 0.44285 0.14984 0.76415 -0.09293 0.58010 -0.13142 1
0.34843 -0.27501 -0.48405 0.21835 -0.21897 0.32632 -0.18611 0.33337 -0.34880 -0.23109 -0.20056 0.46628 -0.10014 0.51672 -0.04490 0.46712 0.12204 0.43916 -0.04359 0.50633 0.11647 0.44500 0.24913 0.76900 0.49597 0.11195 0.27780 0.00667 0.18828 0.37175 0.18379 0.37737 0.16888 1
0.34843 0.69795 -0.05105 0.63560 0.48921 0.58734 0.44780 0.46453 0.63688 0.46145 0.73617 0.24136 1.02875 0.13367 1.29171 -0.10362 1.42736 -0.12089 1.37508 -0.42950 1.40824 -0.49609 1.46239 -0.97126 1.51314 -1.37196 1.22831 -0.93996 1.15516 -1.22608 0.86916 -1.31092 0.77014 1
0.34843 0.50857 0.20390 0.51807 0.43364 0.48555 0.60484 0.24101 0.86597 0.11347 1.12347 -0.00613 1.35217 -0.15570 1.58198 -0.47090 1.61192 -0.72114 1.51762 -0.88463 1.27740 -1.10316 1.29770 -1.38784 1.13452 -1.94734 0.86859 -1.53302 0.59227 -1.54335 0.38124 -1.60455 0.09673 1
0.34843 0.67068 0.19611 0.65521 0.18357 0.68652 0.39061 0.74701 0.30169 0.67411 0.60134 0.51856 0.86899 0.54503 1.12967 0.32980 1.35579 0.20676 1.40450 0.17366 1.30123 -0.01590 1.54475 -0.22128 1.64107 -0.72460 1.55660 -0.52772 1.64080 -0.66962 1.52252 -0.86652 1.55653 1
0.34843 0.72165 -0.28630 0.76848 -0.49798 0.89920 -0.80264 0.96407 -1.05989 0.87159 -1.00757 0.73568 -1.14549 0.88186 -1.20780 0.56534 -1.30757 0.51476 -1.17957 0.80105 -1.52960 0.37454 -1.31088 0.47469 -1.75626 -0.10490 -1.43316 0.00168 -1.59886 -0.19511 -1.72503 -0.10951 -1.94729 1
0.34843 -1.29043 -0.10066 0.76848 -2.42504 -1.11819 -0.22954 -1.01087 -0.37533 0.93091 1.71006 0.96443 -0.70185 1.00605 0.35338 1.00148 -2.00862 -0.57468 0.04635 -0.55290 -0.01603 1.05742 2.00759 -0.68580 0.14020 0.88921 -1.69409 -0.65809 0.05502 1.13461 -1.94252 -0.66938 -0.03096 2
-2.86999 -1.29043 -0.10066 -1.15786 -0.25185 -1.11819 -0.22954 -1.01087 -0.37533 -0.84626 -0.31378 -0.64510 -0.18903 -0.52793 -0.15541 -0.61890 0.00729 -0.57468 0.04635 -0.55290 -0.01603 -0.60121 0.10899 -0.68580 0.14020 0.88921 0.12661 -0.65809 0.05502 -0.61772 0.00740 -0.66938 -0.03096 2
0.34843 -3.30251 -1.45448 -1.15786 -0.25185 -3.15091 1.01114 -2.73099 1.69437 -0.84626 -0.31378 -0.64510 -0.18903 -0.52793 -0.15541 -0.61890 0.00729 -0.57468 0.04635 -2.19505 -1.94867 -0.60121 0.10899 -0.16922 0.60078 0.88921 1.06632 -0.65809 0.05502 -0.61772 0.00740 -0.66938 -0.03096 2
0.34843 0.38982 0.08759 0.26260 -0.57144 0.59639 -0.33659 0.77529 -0.47099 0.74237 -0.04805 0.66179 -0.05299 0.68862 -0.35048 1.00148 -0.03506 0.97062 0.17403 0.88570 0.00629 0.68457 0.23464 0.96541 0.05744 0.56870 0.12885 1.08084 0.30765 0.90085 -0.20152 1.06549 -0.12306 1
0.34843 -3.30251 2.16791 -3.08419 0.07943 -0.54183 1.69351 -2.98582 1.69437 -2.62342 -2.33761 0.96443 1.83457 -2.06192 -0.66830 -0.16032 -2.00862 1.02436 1.97560 -1.06857 -1.94867 -2.25984 -1.78961 1.04543 -1.82920 -2.99075 0.06146 1.08084 -1.91640 -2.37005 -0.62276 -0.38315 2.10730 2
0.34843 -1.32793 -0.29256 -1.15786 -0.25185 -1.11819 -0.22954 -0.78435 -0.93022 -1.65776 -1.08631 -0.64510 -0.18903 -1.04421 0.68795 -1.22060 0.31004 0.44436 0.47300 -0.55290 -0.01603 -0.60121 0.10899 -0.94207 0.11408 -0.65026 0.08484 -0.65809 0.05502 -0.32692 0.47705 -0.82665 0.78297 2
-2.86999 0.72165 2.16791 0.76848 -2.42504 0.91453 -2.15258 0.96407 1.69437 -0.84626 -0.31378 0.96443 -2.21264 -0.52793 -0.15541 -0.61890 0.00729 -0.57468 0.04635 -2.19505 1.91661 1.05742 2.00759 -0.68580 0.14020 0.88921 1.94730 -0.65809 0.05502 -2.37005 -1.94252 -0.66938 -0.03096 2
0.34843 -1.24341 -0.11409 -1.34903 -0.51152 -1.13370 -0.45692 -0.72044 -0.23796 -0.77897 -0.44132 -0.64510 -0.18903 -0.59807 -0.49492 -0.62446 -0.19825 -0.75977 -0.05810 -0.52272 0.05488 -0.57602 0.12585 -0.62498 0.10996 -1.11363 0.29453 -0.79475 0.06945 -0.61772 0.00740 -0.67013 0.22586 2
0.34843 0.31615 0.76741 0.39870 -0.62051 0.91453 -0.37671 0.92756 -0.52845 0.40162 0.10441 0.96032 -0.14644 0.97865 -0.10107 1.00148 -0.25627 0.95501 0.19523 1.08924 -0.01234 0.89663 0.69383 1.04543 -0.14617 0.88921 0.11943 0.65720 0.21092 1.13461 -0.35821 1.24662 -0.15370 1
0.34843 0.72165 -0.74557 0.76848 -0.80267 0.80523 -0.90441 0.96407 -1.00796 0.80182 -1.30661 0.81664 -1.08183 0.63364 -1.44221 0.51128 -1.16232 0.37872 -1.06449 0.57129 -1.38772 0.30216 -1.54900 0.16621 -1.30402 -0.36200 -1.25810 -0.19985 -1.48740 -0.32676 -1.41887 -0.40126 -1.52775 1
0.34843 0.72165 1.34097 0.76848 1.92134 0.44951 1.69351 -1.66918 1.69437 -2.62342 1.71006 -0.64510 1.83457 -2.06192 2.02935 -2.23928 0.00729 -2.17372 -1.23982 -2.19505 -1.80442 -2.25984 -0.52387 -1.26287 -1.82920 -0.67762 -1.69409 1.08084 -1.91640 -0.61772 -1.94252 1.24662 -1.45648 1
0.34843 0.72165 -0.15513 0.65559 -0.10992 0.75407 -0.67674 0.51284 -0.71474 0.09205 -0.72411 0.26282 -0.20344 -0.00032 -0.75527 0.23893 -0.43177 0.14660 -0.29731 -0.45467 -0.70357 -0.56292 -0.89497 -0.62891 -1.14302 -0.79295 -0.84211 -0.61582 -1.17114 -0.71773 -1.15423 -0.75767 -1.43574 1
0.34843 -0.78105 0.71487 -1.15786 -0.25185 -1.72028 -2.15258 -1.01087 -0.37533 -0.71128 -0.46237 -0.64510 -0.18903 -0.52793 -0.15541 -0.61890 0.00729 -0.57468 0.04635 -0.54044 1.30011 -0.93294 0.74827 -0.86550 0.84319 -0.94272 -1.69409 -0.65809 0.05502 -0.50682 -1.94252 -0.66938 -0.03096 2
0.34843 0.47171 -0.01611 0.57490 -0.24439 0.69520 -0.21973 0.69420 -0.37533 0.84260 -0.16294 0.75553 -0.16892 0.79594 -0.13026 0.73980 -0.11792 0.79592 0.09427 0.82949 0.01495 0.78351 0.14220 0.69058 0.05457 0.54217 0.16362 0.76763 0.22645 0.79741 0.05240 0.86511 0.02123 1
0.34843 0.72165 0.22343 0.76848 1.30044 0.91453 1.14408 0.96407 -0.67101 0.67703 -0.60290 0.96443 -0.13775 1.00605 -0.15541 0.07554 -0.28070 1.02436 0.11613 1.08924 -0.56821 1.05742 0.10899 -0.19117 -0.42248 0.88921 0.21566 1.08084 0.15718 1.13461 1.12164 1.24662 -0.03096 1
0.34843 0.72165 -0.42362 0.76848 -0.60512 0.91453 -0.68445 0.96407 -0.53085 0.93091 -0.81994 0.96443 -0.71843 1.00605 -0.63551 1.00148 -0.77097 1.02436 -0.84423 1.08924 -0.70249 1.05742 -1.02373 1.04543 -0.79808 0.86632 -0.77804 1.08084 -1.43971 1.13461 -1.46988 1.24662 -1.83645 1
0.34843 0.72165 0.06676 0.76848 -0.17753 0.91453 -0.33652 0.96407 -0.19394 0.93091 0.08393 0.96443 0.22233 1.00605 0.12391 1.00148 0.22019 1.02436 0.56893 1.08924 0.84898 1.05742 0.90166 1.04543 0.53472 0.88921 0.79558 1.00438 1.01393 1.13461 0.64096 1.24662 0.96786 1
-2.86999 0.72165 -2.36924 0.76848 1.92134 0.91453 1.69351 0.96407 1.69437 0.93091 1.71006 0.96443 -2.21264 1.00605 2.02935 1.00148 2.02320 1.02436 -1.88290 1.08924 -1.94867 1.05742 -1.78961 1.04543 -1.82920 0.88921 1.94730 1.08084 -1.91640 1.13461 1.95731 1.24662 2.10730 2
0.34843 -1.29043 -0.10066 -1.15786 -0.25185 -1.11819 -0.22954 -2.98582 1.69437 -0.84626 -0.31378 0.96443 0.56644 -0.71201 -0.41758 -0.61890 0.00729 -2.17372 -1.88290 -0.55290 -0.01603 1.05742 -1.78961 -0.68580 0.14020 0.88921 0.53930 -0.65809 0.05502 -0.61772 0.00740 -0.66938 -0.03096 2
0.34843 -0.23324 -0.17757 0.67052 -0.06767 -0.05016 -0.55547 -0.40836 -0.41041 0.05738 -0.58819 0.39155 0.39405 0.74605 -0.93303 0.25994 0.04146 0.31970 0.11175 0.42125 0.57358 0.83252 0.20553 0.01843 0.44061 0.25458 0.12176 0.49138 -0.01181 0.83761 -0.29004 0.79198 -0.24840 1
0.34843 0.10684 0.78156 -1.15786 -0.25185 -1.78771 1.11354 -1.01087 -0.37533 -0.84626 -0.31378 -0.64510 -0.18903 -0.21140 -0.68425 -0.27810 0.39926 0.16774 1.55454 -0.55290 -0.01603 -0.60121 0.10899 0.58515 0.67944 0.42730 1.28260 -0.65809 0.05502 -0.61772 0.00740 -0.66938 -0.03096 2
0.34843 0.72165 -0.04483 0.76216 -0.14621 0.86463 -0.09217 0.20856 -2.44503 0.77161 -0.08818 0.77872 0.89643 0.73111 0.15345 0.62764 0.31349 1.02436 0.83740 0.52845 0.30036 0.39625 0.42256 0.25678 0.46298 -0.10276 0.41826 0.09801 0.35932 0.05433 0.29359 1.24662 2.10730 2
0.34843 0.48191 0.69860 0.15954 1.16351 -0.41048 1.30475 -0.89569 1.50483 -1.37557 1.43664 -1.65323 1.21920 -1.71073 0.70340 -2.00924 0.17679 -1.88015 -0.41700 -1.61339 -0.98278 -1.26078 -1.18845 -0.87878 -1.34735 -0.72018 -1.17526 0.04922 -1.08148 0.37455 -0.70949 0.53320 -0.31546 1
0.34843 0.72165 -0.29834 0.76848 -0.62701 0.64286 -1.80219 0.86171 0.88828 0.85046 -1.15128 0.77911 -0.83124 0.82100 -0.66736 0.69443 -1.24620 -0.37888 -1.88290 0.92969 0.19758 0.43306 -1.38230 0.27311 -1.49180 -0.11694 -1.44980 0.04879 -1.71283 -0.03973 -1.78902 -0.92500 -2.16922 1
-2.86999 0.72165 2.16791 0.76848 -2.42504 -1.11819 -0.22954 -1.01087 -0.37533 -2.62342 -2.33761 -0.64510 -0.18903 -0.52793 -0.15541 -2.23928 2.02320 1.02436 1.97560 -2.19505 1.91661 -2.25984 2.00759 1.04543 -1.82920 0.88921 1.94730 -2.39703 2.02643 1.13461 1.95731 -0.66938 -0.03096 2
0.34843 0.38819 0.78683 -0.11687 1.45582 -0.86764 1.48971 -1.66697 1.35449 -2.09180 0.89170 -2.03931 0.25432 -1.82326 -0.68333 -1.58650 -1.24044 -0.88416 -1.64728 -0.34864 -1.73732 0.24650 -1.26662 0.68434 -0.40600 0.55957 0.28533 0.49990 1.02257 0.04014 1.37255 -0.74570 1.66776 1
0.34843 0.45382 0.71489 0.22937 1.19695 -0.36200 1.36754 -0.84012 1.40240 -1.27487 1.42917 -1.47824 1.17846 -1.58200 0.75179 -1.86690 0.20683 -1.68437 -0.21703 -1.36557 -0.83174 -1.14088 -0.98610 -0.73503 -1.04054 -0.75279 -0.84067 -0.09626 -0.67614 0.19166 -0.37637 0.11534 0.00795 1
0.34843 -0.06954 -0.16218 0.13508 -0.16344 -0.04327 -0.31428 -0.01337 -0.29815 0.40679 -0.47157 0.28788 -0.23019 0.28845 0.01494 0.41924 0.24646 0.33596 0.00057 0.32105 -0.00293 0.58512 0.04463 0.22969 0.07343 0.06010 0.14026 0.36169 0.04833 0.41586 -0.04548 0.29186 0.11401 1
0.34843 0.43465 -0.09896 0.42033 -0.37520 0.45760 -0.30996 0.65434 -0.18829 0.68669 -0.07195 0.77211 -0.31296 0.67382 -0.07872 0.73766 -0.12971 0.76164 -0.22741 0.89424 0.00706 0.90010 0.15152 0.69374 0.10195 0.54744 0.05964 0.87434 -0.07161 0.67788 -0.03047 0.84597 -0.22738 1
0.34843 0.72165 2.16791 -0.45089 -0.11802 -0.85408 1.55338 -1.55568 1.56183 -1.40654 0.44891 -2.04848 0.55861 -1.95235 -0.34913 -1.24949 -0.68288 -1.31907 -1.54551 -0.64189 -1.82491 -0.17634 -0.27914 0.59171 -0.76474 0.60735 0.00224 1.08084 2.02643 0.05991 0.01219 -0.32914 1.67516 1
-2.86999 0.72165 -2.36924 0.76848 1.92134 -3.15091 -2.15258 0.96407 -2.44503 -0.84626 -0.31378 -0.64510 -0.18903 -2.06192 2.02935 1.00148 -2.00862 1.02436 -1.88290 -1.78451 1.91661 1.05742 -1.78961 1.04543 -1.82920 0.88921 -1.69409 -2.39703 -1.91640 -0.61772 0.00740 1.24662 -2.16922 2
0.34843 0.39185 0.19913 0.23240 -0.12018 0.21993 -0.06963 -0.53910 -0.10708 -0.06720 0.09767 0.15030 0.06768 0.15848 0.13969 -0.14329 0.06620 0.19539 0.35032 -0.01370 0.26644 -0.11200 0.38691 -0.22813 0.42635 -0.59214 0.38722 -0.19851 0.37314 -0.28886 0.27321 -0.35027 0.25125 1
0.34843 0.72165 -0.10066 0.76848 -0.25185 -0.10183 0.73199 0.47034 -0.37533 0.77454 -0.06901 0.78846 0.09852 0.80544 0.19914 0.59638 0.51127 0.62460 1.01097 0.67871 -0.01603 1.05742 -0.36566 0.17981 1.12489 0.38373 0.60705 0.64611 0.54787 0.60251 0.57432 0.62379 0.61678 1
0.34843 -0.37584 0.10558 0.06798 -0.05428 -0.56381 0.12011 0.24590 -0.37533 -0.20001 -0.49776 0.08651 -0.37300 0.21777 -0.18475 0.41224 -0.35924 0.15217 0.04635 0.04425 -0.19173 -0.14885 0.45419 -0.05626 -0.03884 -0.38260 0.09442 -0.18383 0.05502 0.01950 0.00740 -0.11403 -0.07014 1
0.34843 -2.61086 0.25380 -1.03746 -0.25185 -1.11819 -0.10935 0.22347 -0.24597 -0.51304 -0.31378 -0.69540 0.00068 -0.43206 -0.15541 -0.36572 -0.30769 0.12490 -0.67712 -0.55290 -0.19722 -0.60121 0.10899 -0.63170 -0.78296 -0.99015 0.12661 -1.90795 0.11662 -0.67248 0.00740 -0.66938 0.16950 2
0.34843 0.34223 -0.01641 0.48228 -0.25496 0.48766 -0.21581 0.56061 -0.46404 0.71003 -0.31378 0.73219 -0.32490 0.79787 -0.14916 0.72370 -0.10215 0.72055 -0.18240 0.70920 -0.17894 0.79678 0.01406 0.64724 0.00515 0.53221 -0.03123 0.77776 -0.15058 0.80918 -0.09010 0.90448 -0.35476 1
0.34843 0.41092 -0.29530 -1.76937 -2.00242 -1.30034 -1.31481 0.58188 -0.28062 0.74456 -0.32922 -0.94277 1.10539 -0.83502 -1.64246 0.76978 -0.22139 0.67224 -0.25710 -0.66718 0.96594 -1.16727 1.64560 0.68069 0.06697 0.32432 -0.33381 0.69626 -0.22313 -0.99191 -1.51685 -1.02373 -1.31108 2
0.34843 0.48505 0.59429 0.25284 1.00460 -0.42485 0.89597 -0.89797 1.69437 -1.01043 1.55054 -1.64950 1.26788 -1.59815 0.55591 -1.93825 0.83775 -2.17372 0.03140 -1.84976 -0.81006 -1.87672 -0.75445 -1.67678 -1.19122 -1.66400 -1.36410 -0.70989 -1.65698 -0.17277 -1.59401 -0.66567 -1.77762 1
0.34843 0.72165 -0.00815 0.76848 0.00854 0.91453 0.08121 0.96407 0.20255 0.90786 0.31137 0.84766 0.57263 0.86980 0.71301 0.70882 0.93580 0.68247 0.95298 0.75096 1.07169 0.56532 1.21263 0.47546 1.31638 0.09193 1.23705 0.28010 1.25624 0.17630 1.24825 0.10549 1.30883 1
0.34843 -0.39618 0.90758 -0.12351 1.72060 -1.56990 1.69351 -1.66918 1.46441 -2.62342 0.36083 -2.25463 -0.41388 -2.06192 -0.64090 -1.69916 -1.56064 0.31368 -1.88290 -0.91782 -1.51920 0.68884 -0.31292 -0.10873 0.14020 0.73634 0.94626 0.34100 1.71796 -0.22832 1.95731 -1.73384 2.10730 1
0.34843 -0.70546 0.12676 -0.70887 0.12396 -1.04178 0.43076 -0.77329 0.16933 -0.73490 0.11736 -0.72115 0.06932 -0.62508 0.01734 -0.72144 0.08988 -0.66152 0.07351 -0.62132 -0.02144 -0.64892 0.08666 -0.71618 0.11056 -1.06796 0.09975 -0.66296 0.03037 -0.61604 -0.01109 -0.66383 -0.04480 1
-2.86999 0.72165 -2.36924 0.76848 1.92134 0.91453 -2.15258 0.96407 1.69437 0.93091 -2.33761 0.96443 1.83457 1.00605 -2.34016 1.00148 -2.00862 1.02436 1.97560 1.08924 1.91661 1.05742 -1.78961 1.04543 -1.82920 0.88921 -1.69409 1.08084 2.02643 1.13461 -1.94252 1.24662 2.10730 2
0.34843 -0.75387 -0.32752 -0.13049 -0.25185 -0.44062 -0.48594 -0.28672 -0.13386 0.16081 -0.28004 0.50840 -0.02041 0.54585 -0.30106 0.24529 0.41047 0.09159 0.01419 -0.03288 0.37049 0.55983 0.10899 -0.25299 0.40277 -0.15423 0.22563 0.03748 0.12072 0.20004 0.07239 0.12896 -0.13788 1
0.34843 0.41400 0.20635 0.26066 -0.38552 0.66802 -0.07069 0.74541 -0.56448 0.55300 -0.17862 0.65327 -0.19614 0.68793 -0.17843 0.77080 -0.08482 0.81921 -0.02146 0.78909 -0.19944 0.57645 0.19241 0.81114 -0.15746 0.52346 0.03881 0.70188 0.04116 0.70962 -0.12282 0.97386 -0.16249 1
0.34843 0.41547 0.13976 0.76848 0.59852 0.91453 -2.15258 0.31112 -0.20098 0.93091 0.23343 0.96443 1.03723 1.00605 0.62033 1.00148 0.06116 0.35955 -0.78371 1.08924 1.21112 0.87712 0.61373 0.89019 -0.51626 0.88921 0.41686 -0.00284 0.01663 1.13461 0.44543 1.24662 0.76894 2
0.34843 0.48865 0.73245 0.13516 1.21249 -0.31297 1.43196 -0.96300 1.55326 -1.47090 1.38043 -1.61591 1.00170 -1.73454 0.69180 -1.96844 -0.00565 -1.68310 -0.58959 -1.41510 -1.05819 -1.05530 -1.18445 -0.67184 -1.23393 -0.54583 -0.97815 0.11693 -0.80024 0.33220 -0.41265 0.40906 0.02940 1
0.34843 0.72165 0.01615 0.75621 -0.03186 0.83611 0.05423 0.87546 -0.92372 0.32714 0.79328 0.64938 0.32260 0.60385 0.44278 0.46311 0.58614 0.37859 0.61170 0.30913 0.54830 0.15482 0.64964 -0.01022 0.67638 -0.41194 0.59185 -0.18195 0.51964 -0.22473 0.42425 -0.32285 0.37708 1
0.34843 0.72165 2.16791 0.76848 0.86191 0.15226 -2.15258 0.96407 1.69437 -0.80183 -0.25053 0.96443 1.83457 -0.52793 -0.15541 1.00148 -2.00862 1.02436 1.97560 1.08924 1.91661 -0.08289 2.00759 1.04543 2.10959 0.88921 1.94730 1.08084 2.02643 -2.27148 1.95731 -0.66938 -0.03096 2
0.34843 0.44567 0.33740 0.40093 0.64240 0.24786 0.84324 0.06664 1.07267 -0.19395 1.33632 -0.32936 1.54461 -0.59023 1.72969 -0.89827 1.53505 -1.11995 1.31477 -1.34440 1.06802 -1.60021 0.88734 -1.71127 0.64726 -2.27370 0.28716 -1.65348 -0.09907 -1.57915 -0.38108 -1.49158 -0.71422 1
