Word_freq_make Word_freq_address Word_freq_all Word_freq_3d Word_freq_our Word_freq_over Word_freq_remove Word_freq_internet Word_freq_order Word_freq_mail Word_freq_receive Word_freq_will Word_freq_people Word_freq_report Word_freq_addresses Word_freq_free Word_freq_business Word_freq_email Word_freq_you Word_freq_credit Word_freq_your Word_freq_font Word_freq_000 Word_freq_money Word_freq_hp Word_freq_hpl Word_freq_george Word_freq_650 Word_freq_lab Word_freq_labs Word_freq_telnet Word_freq_857 Word_freq_data Word_freq_415 Word_freq_85 Word_freq_technology Word_freq_1999 Word_freq_parts Word_freq_pm Word_freq_direct Word_freq_cs Word_freq_meeting Word_freq_original Word_freq_project Word_freq_re Word_freq_edu Word_freq_table Word_freq_conference Char_freq1 Char_freq2 Char_freq3 Char_freq4 Char_freq5 Char_freq6 Capital_run_length_average Capital_run_length_longest Capital_run_length_total Class
-0.34253 -0.16515 -0.55634 -0.04692 -0.46443 -0.35022 -0.29193 -0.26259 -0.32338 -0.37155 2.67915 -0.62871 -0.31172 -0.17479 -0.19020 -0.30152 -0.32100 -0.34782 0.08916 -0.16797 -0.67434 -0.11822 -0.29014 -0.21305 -0.32884 -0.29938 -0.22800 -0.23194 -0.16668 -0.22519 -0.16061 -0.14328 -0.17500 -0.14528 -0.19816 -0.24182 -0.32361 -0.05986 -0.18099 -0.18528 -0.12062 -0.17251 -0.20609 -0.12722 0.29583 1.13050 -0.07142 -0.11160 0.30136 -0.51449 -0.15461 -0.32996 -0.30847 -0.10308 -0.11270 -0.21132 -0.37650 0
-0.34253 -0.16515 -0.55634 -0.04692 -0.46443 -0.35022 -0.29193 -0.26259 -0.32338 -0.37155 -0.29700 -0.62871 -0.31172 -0.17479 -0.19020 -0.30152 -0.32100 -0.34782 -0.69378 -0.16797 0.04202 -0.11822 -0.29014 -0.21305 3.27801 3.57794 0.02732 0.56622 0.55783 0.71613 0.90501 1.16505 -0.17500 1.15953 0.60947 0.82648 1.70675 -0.05986 0.80795 1.04321 -0.12062 -0.17251 1.71458 -0.12722 0.12778 -0.19718 -0.07142 -0.11160 -0.15851 -0.03376 0.44020 -0.25030 -0.30847 2.32544 -0.06967 -0.06257 -0.17205 0
1.58907 0.17568 0.01898 -0.04692 -0.25631 -0.24070 -0.21531 0.08638 1.68597 0.66733 1.14147 0.14864 1.64832 3.49400 -0.07434 -0.03519 0.66974 -0.21605 0.99602 -0.16797 0.60011 -0.11822 1.39380 1.20980 -0.32884 -0.29938 -0.22800 -0.23194 -0.16668 -0.22519 -0.16061 -0.14328 -0.17500 -0.14528 -0.14181 -0.24182 -0.32361 -0.05986 -0.18099 -0.18528 -0.12062 -0.17251 -0.20609 -0.12722 -0.22808 -0.19718 -0.07142 -0.11160 -0.15851 -0.23715 -0.15461 0.42134 1.85454 0.21591 0.06635 3.64605 3.57724 1
-0.34253 -0.16515 -0.55634 -0.04692 -0.46443 -0.35022 -0.29193 -0.26259 -0.32338 -0.37155 2.48074 0.02102 3.40904 -0.17479 -0.19020 -0.30152 -0.32100 -0.34782 0.65243 -0.16797 -0.67434 -0.11822 -0.29014 -0.21305 0.34109 0.33181 -0.22800 -0.23194 -0.16668 1.00071 1.22718 -0.14328 -0.17500 -0.14528 -0.19816 -0.24182 0.99848 -0.05986 -0.18099 -0.18528 -0.12062 -0.17251 -0.20609 -0.12722 -0.29728 -0.19718 -0.07142 -0.11160 0.59288 0.84265 -0.15461 -0.32996 -0.30847 -0.10308 -0.11378 -0.23184 -0.37320 0
3.06233 -0.16515 -0.55634 -0.04692 -0.46443 -0.35022 -0.29193 -0.26259 -0.32338 -0.37155 -0.29700 -0.62871 -0.31172 -0.17479 -0.19020 -0.30152 -0.32100 -0.34782 -0.35019 -0.16797 -0.67434 -0.11822 -0.29014 -0.21305 -0.32884 -0.29938 0.69828 -0.23194 -0.16668 -0.22519 -0.16061 -0.14328 -0.17500 -0.14528 -0.19816 -0.24182 -0.32361 -0.05986 -0.18099 -0.18528 -0.12062 1.18337 -0.20609 -0.12722 -0.29728 -0.19718 -0.07142 -0.11160 -0.15851 0.19181 -0.15461 -0.32996 -0.30847 -0.10308 -0.13214 -0.26262 -0.43915 0
3.52068 0.13695 0.61414 -0.04692 -0.46443 3.22767 0.19331 0.21100 4.62823 0.23317 -0.29700 0.50832 -0.31172 0.39194 -0.19020 0.88488 -0.32100 -0.34782 0.50598 0.59685 0.47516 -0.11822 -0.29014 2.90367 -0.32884 -0.29938 -0.22800 -0.23194 -0.16668 -0.22519 -0.16061 -0.14328 -0.17500 -0.14528 -0.19816 -0.24182 -0.32361 -0.05986 -0.18099 -0.18528 -0.12062 -0.17251 -0.20609 -0.12722 -0.29728 -0.19718 -0.07142 -0.11160 -0.15851 0.36562 -0.15461 0.60886 0.98039 -0.04254 0.04593 0.12209 0.57484 1
0.83607 0.04400 0.69349 -0.04692 0.75456 0.96411 -0.29193 0.63474 0.64541 5.98576 0.14942 0.84478 1.18322 -0.17479 4.71472 1.12700 0.28695 3.60522 0.60173 -0.16797 1.68297 -0.11822 -0.03327 0.39675 -0.32884 -0.29938 -0.22800 -0.23194 -0.16668 -0.22519 -0.16061 -0.14328 -0.17500 -0.14528 -0.19816 -0.01822 -0.32361 -0.05986 -0.18099 0.07184 -0.12062 -0.17251 -0.20609 -0.12722 -0.29728 -0.19718 -0.07142 -0.11160 -0.15851 -0.14100 -0.15461 0.41889 -0.25155 -0.10308 -0.04686 0.38370 0.97549 1
-0.34253 -0.16515 -0.55634 -0.04692 -0.46443 -0.35022 -0.29193 2.42939 -0.32338 -0.37155 -0.29700 -0.62871 -0.31172 -0.17479 -0.19020 -0.30152 -0.32100 -0.34782 -0.93599 -0.16797 -0.67434 -0.11822 2.79232 -0.21305 -0.32884 -0.29938 -0.22800 -0.23194 -0.16668 -0.22519 -0.16061 -0.14328 -0.17500 -0.14528 -0.19816 -0.24182 -0.32361 -0.05986 -0.18099 -0.18528 -0.12062 -0.17251 -0.20609 -0.12722 0.77032 -0.19718 -0.07142 -0.11160 -0.15851 0.20291 -0.15461 -0.32996 1.27313 -0.10308 -0.05413 -0.18568 -0.34682 1
-0.34253 -0.16515 -0.55634 -0.04692 0.13020 -0.35022 -0.29193 -0.26259 -0.32338 -0.37155 -0.29700 1.73816 -0.31172 -0.17479 -0.19020 -0.30152 -0.32100 -0.34782 0.43839 -0.16797 0.00037 -0.11822 -0.29014 -0.21305 0.40091 3.37506 -0.22800 -0.23194 -0.16668 0.65045 -0.16061 -0.14328 -0.17500 -0.14528 -0.19816 -0.24182 -0.32361 -0.05986 -0.18099 -0.18528 -0.12062 -0.17251 -0.20609 0.51572 -0.29728 -0.19718 -0.07142 -0.11160 -0.15851 -0.00787 -0.15461 -0.24662 -0.30847 -0.10308 -0.09175 -0.16003 -0.32044 0
-0.34253 0.29962 -0.55634 -0.04692 0.42752 -0.35022 -0.29193 -0.26259 -0.32338 3.39632 -0.29700 0.06743 -0.31172 -0.17479 -0.19020 -0.30152 -0.32100 -0.34782 0.08916 -0.16797 -0.17456 -0.11822 -0.29014 -0.21305 -0.32884 -0.29938 -0.22800 -0.23194 -0.16668 -0.22519 -0.16061 -0.14328 -0.17500 -0.14528 -0.19816 -0.24182 -0.32361 -0.05986 -0.18099 -0.18528 -0.12062 1.40500 -0.20609 -0.12722 -0.29728 1.79983 -0.07142 -0.11160 -0.15851 0.48765 -0.15461 -0.32996 -0.30847 0.10648 0.02822 0.09645 -0.13578 0
-0.34253 -0.16515 -0.55634 -0.04692 -0.46443 3.41022 -0.29193 4.89704 -0.32338 -0.37155 -0.29700 -0.62871 -0.31172 -0.17479 -0.19020 -0.30152 -0.32100 -0.34782 -0.93599 -0.16797 -0.67434 -0.11822 -0.29014 -0.21305 -0.32884 -0.29938 -0.22800 -0.23194 -0.16668 -0.22519 -0.16061 -0.14328 -0.17500 -0.14528 -0.19816 -0.24182 -0.32361 -0.05986 -0.18099 -0.18528 -0.12062 -0.17251 -0.20609 -0.12722 -0.29728 -0.19718 -0.07142 -0.11160 -0.15851 0.01801 0.50426 -0.32996 -0.30847 -0.10308 -0.11567 -0.21132 -0.36166 0
-0.34253 -0.16515 -0.55634 -0.04692 -0.46443 -0.35022 -0.29193 -0.26259 -0.32338 -0.37155 -0.29700 -0.62871 -0.31172 -0.17479 -0.19020 -0.30152 -0.32100 2.28754 3.02942 -0.16797 -0.67434 -0.11822 -0.29014 -0.21305 -0.32884 -0.29938 -0.22800 -0.23194 -0.16668 -0.22519 -0.16061 -0.14328 -0.17500 -0.14528 -0.19816 -0.24182 -0.32361 -0.05986 -0.18099 -0.18528 -0.12062 -0.17251 -0.20609 -0.12722 -0.29728 -0.19718 -0.07142 -0.11160 -0.15851 -0.51449 -0.15461 0.33555 -0.30847 -0.10308 -0.00612 -0.19081 -0.38474 1
-0.34253 -0.16515 -0.55634 -0.04692 3.07363 -0.35022 -0.29193 -0.26259 -0.32338 -0.37155 -0.29700 -0.62871 -0.31172 -0.17479 -0.19020 -0.30152 -0.32100 -0.34782 0.40459 -0.16797 1.30814 -0.11822 -0.29014 -0.21305 -0.32884 -0.29938 -0.22800 -0.23194 -0.16668 -0.22519 -0.16061 -0.14328 -0.17500 -0.14528 -0.19816 -0.24182 -0.32361 -0.05986 -0.18099 -0.18528 -0.12062 -0.17251 -0.20609 -0.12722 -0.29728 -0.19718 -0.07142 -0.11160 -0.15851 -0.51449 -0.15461 -0.32996 -0.30847 -0.10308 -0.11639 -0.24723 -0.44245 0
-0.34253 0.19117 0.35624 -0.04692 0.21939 1.32920 0.88287 -0.26259 -0.32338 -0.37155 1.98472 -0.09500 -0.31172 -0.17479 -0.19020 0.81224 -0.32100 1.38399 0.61863 -0.16797 0.47516 -0.11822 1.02276 -0.21305 -0.32884 -0.29938 -0.22800 -0.23194 -0.16668 -0.22519 -0.16061 -0.14328 -0.17500 -0.14528 -0.19816 -0.24182 -0.32361 -0.05986 -0.18099 1.12892 -0.12062 -0.17251 -0.20609 -0.12722 0.15744 -0.19718 -0.07142 -0.11160 -0.15851 -0.51449 -0.15461 0.03527 0.59820 -0.10308 -0.09572 -0.20106 -0.28582 1
-0.34253 0.45454 -0.55634 -0.04692 0.42752 -0.35022 -0.29193 0.23593 -0.32338 -0.06144 -0.29700 -0.62871 -0.31172 -0.17479 -0.19020 1.87758 -0.32100 3.79346 0.07789 -0.16797 1.66631 -0.11822 -0.29014 -0.21305 -0.32884 -0.29938 -0.22800 -0.23194 -0.16668 -0.22519 -0.16061 -0.14328 -0.17500 -0.14528 -0.19816 -0.24182 -0.32361 -0.05986 -0.18099 -0.18528 -0.12062 -0.17251 -0.20609 -0.12722 -0.09957 0.02227 -0.07142 -0.11160 -0.15851 -0.51449 -0.15461 -0.25643 -0.30847 -0.10308 -0.08384 -0.04718 -0.09126 0
0.21403 -0.16515 -0.39763 -0.04692 0.15993 -0.05815 -0.08762 0.78430 -0.03633 -0.24750 -0.29700 0.06743 0.25304 0.33228 -0.19020 -0.30152 0.06179 -0.19722 -0.26007 -0.16797 1.96619 -0.11822 0.68026 -0.03237 -0.32884 -0.29938 -0.22800 -0.23194 -0.16668 -0.22519 -0.16061 -0.14328 -0.17500 -0.14528 -0.19816 -0.24182 -0.32361 -0.05986 -0.18099 -0.18528 -0.12062 -0.17251 -0.20609 -0.12722 -0.29728 -0.19718 -0.07142 -0.11160 -0.15851 -0.21496 0.09246 -0.21353 -0.25562 -0.10308 -0.03542 -0.02153 0.47921 1
1.49086 -0.16515 3.88752 -0.04692 -0.46443 1.69429 -0.29193 -0.26259 -0.32338 -0.37155 -0.29700 0.67075 -0.31172 -0.17479 -0.19020 -0.30152 -0.32100 1.76047 1.59309 -0.16797 -0.67434 -0.11822 -0.29014 -0.21305 0.34109 -0.29938 -0.22800 -0.23194 0.77686 -0.22519 -0.16061 -0.14328 -0.17500 -0.14528 -0.19816 -0.24182 -0.32361 -0.05986 -0.18099 -0.18528 -0.12062 -0.17251 -0.20609 -0.12722 0.25629 -0.19718 -0.07142 -0.11160 0.29725 -0.10402 -0.15461 -0.19392 -0.30847 -0.10308 -0.12490 -0.24723 -0.41442 0
1.26168 -0.16515 0.91172 -0.04692 -0.10765 0.52600 0.32101 0.95878 -0.32338 -0.37155 2.13352 1.97021 -0.31172 -0.17479 -0.19020 0.29168 1.90817 0.10396 1.31145 -0.16797 0.98328 -0.11822 -0.29014 -0.21305 -0.32884 -0.29938 -0.22800 -0.23194 -0.16668 -0.22519 -0.16061 -0.14328 -0.17500 -0.14528 -0.19816 -0.24182 -0.32361 -0.05986 -0.18099 -0.18528 -0.12062 -0.17251 -0.20609 -0.12722 -0.29728 -0.19718 -0.07142 -0.11160 -0.15851 -0.38506 -0.15461 0.05611 -0.16617 -0.10308 -0.03539 0.04002 -0.09126 1
3.68437 -0.16515 -0.55634 -0.04692 -0.46443 -0.35022 -0.29193 -0.26259 -0.32338 -0.37155 -0.29700 -0.62871 -0.31172 -0.17479 -0.19020 1.18753 -0.32100 0.80045 1.14810 -0.16797 1.37477 -0.11822 -0.29014 -0.21305 -0.32884 -0.29938 0.13717 -0.23194 0.86111 -0.22519 -0.16061 -0.14328 -0.17500 -0.14528 -0.19816 -0.24182 -0.32361 -0.05986 -0.18099 -0.18528 -0.12062 -0.17251 -0.20609 -0.12722 -0.29728 -0.19718 -0.07142 2.02257 -0.15851 0.32124 -0.15461 -0.32996 -0.30847 -0.10308 -0.12269 -0.25236 -0.42431 0
0.54142 -0.16515 -0.02070 -0.04692 -0.46443 -0.35022 -0.29193 -0.26259 -0.32338 -0.37155 -0.29700 1.25087 0.58525 -0.17479 -0.19020 -0.30152 0.28695 -0.34782 1.80713 -0.16797 0.00037 0.14491 0.48048 -0.21305 -0.32884 -0.29938 -0.22800 -0.23194 -0.16668 -0.22519 -0.16061 -0.14328 -0.17500 -0.14528 -0.19816 -0.24182 -0.32361 -0.05986 0.43997 -0.18528 -0.12062 -0.17251 -0.20609 -0.12722 -0.29728 -0.19718 -0.07142 -0.11160 -0.15851 -0.51449 -0.15461 0.74123 -0.10112 0.01567 0.01222 0.04515 0.14946 1
-0.34253 -0.16515 -0.55634 -0.04692 -0.46443 -0.35022 -0.29193 -0.26259 -0.32338 -0.37155 -0.29700 -0.62871 -0.31172 -0.17479 -0.19020 -0.30152 -0.32100 -0.34782 3.39554 -0.16797 -0.67434 -0.11822 -0.29014 -0.21305 -0.32884 -0.29938 2.05504 -0.23194 -0.16668 -0.22519 -0.16061 -0.14328 -0.17500 -0.14528 -0.19816 -0.24182 -0.32361 -0.05986 -0.18099 -0.18528 -0.12062 -0.17251 -0.20609 -0.12722 -0.29728 -0.19718 -0.07142 -0.11160 -0.15851 -0.51449 -0.15461 -0.32996 -0.30847 -0.10308 -0.12316 -0.25749 -0.45234 0
-0.34253 -0.16515 -0.55634 -0.04692 -0.46443 -0.35022 0.49978 -0.26259 -0.32338 -0.37155 -0.29700 0.83318 -0.31172 -0.17479 -0.19020 -0.30152 -0.32100 0.23573 0.13422 -0.16797 -0.41612 -0.11822 0.59464 -0.21305 -0.32884 -0.29938 -0.22800 -0.23194 -0.16668 -0.22519 -0.16061 -0.14328 -0.17500 -0.14528 -0.19816 0.52835 -0.32361 -0.05986 -0.18099 -0.18528 -0.12062 -0.17251 -0.20609 -0.12722 -0.29728 -0.19718 -0.07142 -0.11160 0.01805 -0.19647 -0.15461 -0.17063 0.39491 0.50230 -0.06144 0.04002 -0.00718 1
-0.34253 -0.16515 -0.55634 -0.04692 -0.46443 -0.35022 -0.29193 -0.26259 -0.32338 -0.37155 -0.29700 -0.62871 -0.31172 -0.17479 -0.19020 -0.30152 -0.32100 -0.34782 -0.93599 -0.16797 -0.67434 -0.11822 -0.29014 -0.21305 -0.32884 -0.29938 -0.22800 -0.23194 -0.16668 -0.22519 -0.16061 -0.14328 -0.17500 -0.14528 -0.19816 -0.24182 -0.32361 -0.05986 -0.18099 -0.18528 -0.12062 -0.17251 -0.20609 -0.12722 -0.29728 -0.19718 -0.07142 -0.11160 -0.15851 -0.51449 -0.15461 -0.32996 -0.30847 -0.10308 -0.09780 -0.23184 -0.42926 0
-0.34253 -0.16515 -0.55634 -0.04692 0.54644 -0.35022 -0.29193 -0.26259 -0.32338 -0.37155 -0.29700 -0.62871 -0.31172 -0.17479 -0.19020 -0.30152 -0.32100 -0.34782 -0.93599 -0.16797 -0.67434 -0.11822 -0.29014 -0.21305 -0.32884 0.08384 -0.22800 -0.23194 -0.16668 -0.22519 -0.16061 -0.14328 2.28867 -0.14528 -0.19816 -0.24182 -0.32361 -0.05986 -0.18099 -0.18528 -0.12062 -0.17251 -0.20609 -0.12722 0.03882 -0.19718 -0.07142 -0.11160 -0.15851 0.01431 -0.15461 -0.32996 -0.30847 -0.10308 -0.10744 -0.17542 -0.23471 0
-0.34253 -0.07994 0.13801 -0.04692 1.28973 1.36571 0.29547 0.60982 -0.32338 -0.20099 0.24863 0.47351 -0.31172 0.15332 -0.19020 2.27708 1.81810 0.08514 0.13422 0.51840 -0.38280 -0.11822 1.39380 0.03539 -0.32884 -0.29938 -0.22800 -0.23194 -0.16668 -0.22519 -0.16061 -0.14328 -0.17500 -0.14528 -0.19816 0.62773 -0.32361 -0.05986 -0.18099 0.12898 -0.12062 -0.17251 -0.20609 -0.12722 -0.29728 -0.19718 -0.07142 -0.11160 -0.15851 -0.30371 -0.15461 0.18480 0.46810 0.38588 0.08922 1.18390 2.02080 1
-0.34253 -0.16515 0.93156 -0.04692 -0.46443 -0.35022 -0.29193 -0.26259 -0.32338 -0.37155 -0.29700 0.24146 -0.31172 -0.17479 -0.19020 -0.30152 -0.32100 -0.34782 1.17627 -0.16797 -0.67434 -0.11822 -0.29014 -0.21305 -0.32884 -0.29938 -0.22800 -0.23194 -0.16668 -0.22519 -0.16061 -0.14328 -0.17500 -0.14528 -0.19816 -0.24182 -0.32361 -0.05986 -0.18099 -0.18528 -0.12062 -0.17251 -0.20609 -0.12722 -0.29728 -0.19718 -0.07142 -0.11160 -0.15851 0.45437 -0.15461 -0.32996 -0.30847 -0.10308 -0.11838 -0.25236 -0.42926 0
0.21403 -0.16515 -0.39763 -0.04692 0.15993 -0.05815 -0.08762 0.78430 -0.03633 -0.24750 -0.29700 0.06743 0.25304 0.33228 -0.19020 -0.30152 0.06179 -0.19722 -0.26007 -0.16797 1.96619 -0.11822 0.68026 -0.03237 -0.32884 -0.29938 -0.22800 -0.23194 -0.16668 -0.22519 -0.16061 -0.14328 -0.17500 -0.14528 -0.19816 -0.24182 -0.32361 -0.05986 -0.18099 -0.18528 -0.12062 -0.17251 -0.20609 -0.12722 -0.29728 -0.19718 -0.07142 -0.11160 -0.15851 -0.21496 0.09246 -0.19760 -0.25562 -0.10308 -0.03542 -0.02153 0.47921 1
0.14855 -0.16515 0.03882 -0.04692 1.36406 1.87683 -0.29193 1.25788 -0.32338 -0.13896 -0.29700 -0.28064 -0.31172 -0.17479 0.38912 0.06166 3.14659 4.01934 0.10606 -0.16797 0.22527 -0.11822 -0.29014 0.46450 -0.32884 -0.29938 -0.22800 -0.23194 -0.16668 -0.22519 -0.16061 -0.14328 -0.17500 -0.14528 -0.19816 -0.24182 -0.32361 -0.05986 -0.18099 1.12892 -0.12062 -0.17251 -0.20609 -0.12722 -0.29728 -0.19718 -0.07142 -0.11160 -0.15851 -0.04116 -0.15461 0.42379 -0.20683 -0.10308 -0.12027 -0.20106 -0.16051 1
0.31225 -0.16515 -0.15957 -0.04692 0.13020 -0.35022 -0.29193 -0.26259 -0.32338 -0.37155 1.19108 1.35529 -0.31172 0.12349 -0.19020 -0.30152 -0.09583 -0.34782 -0.36709 0.42035 -0.25785 -0.11822 -0.29014 -0.21305 1.42374 -0.29938 -0.22800 -0.23194 -0.16668 -0.22519 -0.16061 -0.14328 -0.17500 -0.14528 -0.19816 -0.24182 -0.32361 -0.05986 -0.18099 -0.18528 -0.12062 -0.17251 -0.20609 -0.12722 -0.29728 -0.19718 -0.07142 -0.11160 -0.15851 -0.35918 -0.15461 -0.31281 -0.30847 -0.10308 -0.02739 0.05541 0.43139 0
